1.000000000000e+00,1.250252982794e-01,7.526193081770e-01,8.505320542311e-01,1.936317209214e+00,1.247161770989e-01,6.160530125528e-01,4.436199912617e+00,9.641372652434e-01,3.000163047636e+00,1.596514401542e+00,4.987185172186e-01,1.075157907875e+00,2.396259441341e+00,2.322226214887e-01,3.979059106034e-01,3.961980322390e+00,7.108212554584e-01,3.901984825813e-01,1.161793885233e-01,3.748406957270e+00,6.213944480827e-01,8.095900728429e-01,1.232214388915e+00,1.901400180902e-01,6.058030757452e-01,1.346314078087e+00,1.366026941082e+00,2.603008990759e-01,1.675145144310e+00
1.000000000000e+00,2.300836412206e-01,1.481328372691e+00,2.249928076751e-01,1.224021689004e+00,4.237157546584e-01,9.598042781195e-01,3.075849925521e-01,1.012030100073e+00,4.191568419983e-02,2.982819767294e+00,2.988723887298e+00,3.530855900241e-01,8.992529887989e-02,3.131000350987e-02,1.009343434375e+00,5.524407571115e-02,2.099289000781e-01,2.598520080546e+00,1.820506399807e+00,5.546488930725e-01,2.173639841305e+00,2.536767008433e-01,4.187601074433e-02,3.626352886246e-01,5.009737568146e-01,3.271973488036e+00,9.849747239892e-02,3.192107129326e-01,6.708542751674e-01
1.000000000000e+00,8.039059680416e-01,7.944740031149e-01,2.017015518624e+00,4.630966954664e-01,1.122954066702e-01,4.529313293960e-01,9.735539835206e-02,5.631957564307e-01,1.215160088748e+00,3.425149862488e-02,3.491621287991e+00,2.415100943424e+00,1.028951588504e-01,6.249078800833e-02,2.891909411657e-02,1.463645724220e-01,1.910559354689e+00,7.865548717895e-01,1.001863254601e+00,5.563203841887e-01,4.625026346995e-01,5.601519608900e-01,2.668810613871e-01,1.082303248159e+00,4.329200455990e-02,1.272485654670e-02,8.327032223998e-01,5.797339344544e-01,3.801192306960e-02
1.000000000000e+00,5.074428819120e-01,6.856038435906e-01,2.065730540468e-01,7.890244749487e-01,3.213531579823e-02,2.248439491834e-01,4.587877138277e-02,3.440204921151e+00,1.451059656597e+00,3.283633252843e-01,8.966483735160e-01,3.716936457317e-01,1.108888813510e+00,4.078703133598e-01,6.966420848669e-01,3.270073944856e-01,1.994166412614e+00,8.183539162253e-02,2.691349241318e-01,6.200152303043e-01,1.375871462716e+00,7.905172036675e+00,2.028964267855e+00,7.150181551696e-01,5.974634164051e-01,1.127926403422e+00,1.599403737868e-01,3.595793559987e-01,4.060167662149e-01
1.000000000000e+00,3.776373345846e+00,1.713949570799e-01,5.962143727589e-01,8.555242384860e-01,6.853634723762e-02,9.234759351709e-01,1.179969646932e+00,5.335868280774e-01,1.436587045412e+00,5.034807162988e-01,1.979224083975e+00,3.003303141055e-02,8.992116981342e-01,5.266772524370e-01,6.444871258637e-01,2.959734499325e+00,1.844685715206e-01,1.629891357694e+00,2.100502345031e-01,5.399471471988e-01,2.826061603886e-01,2.158327399663e+00,1.205426343106e+00,2.244666149410e-01,2.122616747876e-02,8.364075359769e-01,4.618194143757e-01,3.741600425779e-01,2.621649326462e+00
1.000000000000e+00,1.020159795681e-01,1.572572384136e-01,8.476448950899e-01,1.449499736411e-01,2.443784855332e-01,1.871404808441e-01,6.230645388980e-01,1.016424164125e+00,2.565662817310e+00,9.691351779655e-01,3.358215659183e-01,1.521469281197e-01,1.726327553847e+00,9.721248113153e-01,4.319397798127e-01,3.005357561275e-01,7.448849421030e-01,1.757571012331e-01,1.032216759580e+00,3.599376145473e+00,2.983179041096e-01,3.454157582180e-02,1.484612960208e+00,4.750159811090e-01,1.556585514557e-02,4.295332956834e+00,1.274803737358e-01,3.285493064086e-01,5.775638014926e-01
1.000000000000e+00,1.133635956853e-02,3.736482853167e-01,1.876904948129e-02,1.333320346317e+00,6.889828445126e-01,4.008622282673e-01,4.705269853413e-01,2.124745717514e-01,3.032910991121e-01,4.036904973108e-01,2.852378752247e+00,5.718302682599e-01,1.863986142682e+00,1.989519795267e+00,1.906136814145e-05,1.088080331396e+00,4.451248690049e-01,8.102040043850e-01,3.795797853558e-01,4.847413912419e-01,4.103030567517e-01,9.071710176981e-01,7.994075071075e-01,4.894482565722e-01,3.926268645741e-02,1.056041048711e+00,9.812627118807e+00,2.901708919492e-01,3.671184156494e-01
1.000000000000e+00,3.694456907876e-01,1.307787328241e-02,3.400795720403e+00,1.916968547738e+00,2.186391394877e-01,2.027338874383e+00,2.342137844151e-01,9.045310085733e-02,1.168632817701e+00,3.671321443007e-01,1.549893928140e-01,1.032305298675e-01,2.033192628383e+00,4.168245853031e-01,1.896953196594e-01,4.013172066829e+00,1.427189909031e+00,7.570702861060e-01,4.256891239745e-01,8.297059316706e-01,6.166766084420e-01,3.490353842540e-01,5.317856601090e+00,4.522978155857e-01,4.681861838995e-01,7.583413490128e-01,2.305916689898e+00,1.596508830512e-01,3.828041314317e-01
1.000000000000e+00,3.196259207118e-01,3.869685877267e-01,6.627045544407e-01,4.340258399028e-01,6.135674516843e+00,7.265302770937e-01,6.494583136463e-01,1.659886311310e+00,9.438199288966e-01,2.252980605173e-01,3.590450225098e-01,6.703647005375e-01,2.862280886123e+00,2.595132691964e+00,1.417802948581e+00,7.389363438046e-01,3.000463554078e-01,8.959322048500e-01,1.342062297268e+00,6.301497066041e-01,4.876425792818e-01,5.260773056763e-01,6.849436864072e+00,1.026143171360e-01,3.111112889058e-02,5.710689761409e+00,8.199823723625e-01,5.371531360755e-01,1.208851004656e+00
1.000000000000e+00,2.153514914164e+00,1.290396164821e+00,7.659484670060e-01,2.036695040179e-02,4.791848156354e-01,4.409069056606e-02,7.594194670339e-01,1.575665599919e+00,1.183171117000e-01,6.001291977736e-03,1.487783057028e+00,5.456177981664e-01,1.839883240665e-02,2.060788009953e-01,1.279641308665e-01,2.051616140169e-01,2.503051678922e+00,1.162144010039e-01,1.095450213498e+00,5.963182318580e+00,8.860455636643e-02,1.075397163030e+00,6.692638954883e-01,1.709077976367e-01,9.790571435950e-02,1.086214590632e+00,5.606406172037e+00,3.195566622848e+00,1.843608049341e+00
