1.000000000000e+00,8.685418016274e-01,1.217669643155e+00,1.183038090963e+00,1.323990822082e+00,1.180123768901e+00,9.313413422695e-01,1.639343636758e+00,8.429246489719e-01,8.316401371620e-01,1.076091679397e+00,1.546897428057e+00,4.639380317112e-01,9.395980096090e-01,7.245659639213e-01,4.943051139865e-01,6.772137287497e-01,1.401706322505e+00,5.978900719309e-01,1.414284947051e+00,9.722399801936e-01,1.244888674027e+00,1.167284454381e+00,7.055603448111e-01,1.015220046960e+00,1.083281883347e+00,7.979502866996e-01,9.075988772472e-01,3.103334559616e-01,1.361431527145e+00,1.075127336852e+00,9.765854743318e-01,1.144182972884e+00,7.164221530920e-01,6.432035601841e-01,1.120147745067e+00,8.998124998919e-01,1.416261855167e+00,7.426462483618e-01,1.421662337882e+00,1.058932043459e+00,1.072765254713e+00,6.875939890023e-01,1.593383446963e+00,7.288148116239e-01,1.257314700417e+00,9.741396788049e-01,1.436206101479e+00,4.746172416197e-01,1.322690196100e+00,6.562543302436e-01,6.387587231866e-01,1.341122358044e+00,7.679803332078e-01,1.126729167582e+00,1.324940881004e+00,9.267910673642e-01,1.043996544720e+00,9.332434826284e-01,1.183732692143e+00,8.757920288725e-01,7.947458157571e-01,9.159860760290e-01,9.105158241670e-01,8.899681078157e-01,8.585105004261e-01,7.458693760430e-01,4.830198378745e-01,1.381145195438e+00,1.313931094057e+00,7.587484016596e-01,1.461875436755e+00,8.948576576846e-01,8.934781006919e-01,9.370111843744e-01,6.416283813714e-01,8.996035244184e-01,5.281157165278e-01,1.152419559906e+00,9.115656891214e-01,1.564385462056e+00,1.457014545746e+00,1.283823581511e+00,1.185021793680e+00,7.614040018395e-01,1.360513593147e+00,1.500602279269e+00,6.957465893196e-01,5.603599772339e-01,6.733796710284e-01,1.307698434940e+00,1.249371413663e+00,1.396433327901e+00,1.487515241526e+00,5.974542562986e-01,5.332730511682e-01,5.667034580512e-01,1.269090395677e+00,6.021624372295e-01,1.365658843161e+00
1.000000000000e+00,2.084922141541e+00,5.498608669810e-01,7.055271061960e-01,7.118033282323e-01,9.813108855247e-01,7.417880373094e-01,3.954765587688e-01,8.484897349238e-01,1.628877456893e+00,6.267400017953e-01,6.020891987240e-01,5.887479776642e-01,9.125631453634e-01,1.187213887511e+00,1.605841848946e+00,1.044928711988e+00,1.092198597657e+00,1.313599165602e+00,8.434604661973e-01,7.652417776262e-01,1.155345793430e+00,1.299942999562e+00,1.563824664298e+00,7.806441353738e-01,9.909937984702e-01,1.348637985206e+00,1.369096528915e+00,1.280745195948e+00,8.350383005771e-01,5.544306295719e-01,8.534833828200e-01,8.962930800005e-01,8.340165293794e-01,1.120457078366e+00,1.397416438702e+00,1.394238683021e+00,1.114943087722e+00,9.776551826105e-01,1.379479422971e+00,7.721475106781e-01,1.000488723137e+00,9.291453624335e-01,1.175238123721e+00,6.617607389101e-01,1.229707383180e+00,1.398051239851e+00,9.410905519292e-01,9.521333595677e-01,7.439465588648e-01,1.115607294434e+00,8.820520420121e-01,7.649932301274e-01,2.545002712843e+00,1.085571502710e+00,1.215919557692e+00,1.210147496637e+00,1.112982824604e+00,1.224122900192e+00,1.103994701098e+00,1.238677206756e+00,7.848222649319e-01,1.989255692067e+00,9.281796536652e-01,1.071764553813e+00,9.397254359624e-01,9.438392252170e-01,1.063711928718e+00,1.224401373576e+00,1.044178955793e+00,1.010240283610e+00,9.721148354083e-01,1.081117171242e+00,6.938931691829e-01,1.395960430391e+00,1.281701099396e+00,6.062739774340e-01,8.571647727267e-01,6.823862924994e-01,7.580292269723e-01,1.164142483885e+00,8.297032050939e-01,9.360545277032e-01,6.599337629630e-01,8.022756701281e-01,5.908172869685e-01,1.347082875100e+00,1.122213798755e+00,1.414879394187e+00,1.131531913320e+00,2.035930840666e+00,3.945973890470e-01,1.171342712149e+00,8.673426385596e-01,1.312389121949e+00,4.786237652575e-01,8.998413757226e-01,7.977547190044e-01,1.115034387640e+00,1.038981608346e+00
1.000000000000e+00,1.515379824549e+00,6.487702189089e-01,9.601237242985e-01,4.993635799356e-01,4.763010235704e-01,7.020465816316e-01,8.362067682773e-01,9.721616580712e-01,9.425575721248e-01,6.598614301083e-01,9.085561031182e-01,1.344012036638e+00,1.219557376827e+00,1.164696059748e+00,1.090006807997e+00,1.157182898310e+00,6.822011431452e-01,4.692507774053e-01,1.449329831307e+00,1.149790222665e+00,6.716301291752e-01,1.312854677980e+00,9.263816338399e-01,1.841228326201e+00,4.384451610945e-01,7.844610630988e-01,9.432645084738e-01,3.723562766422e-01,1.439328011243e+00,8.352227457050e-01,1.577302473624e+00,1.067131112933e+00,1.205605558186e+00,7.014487752335e-01,9.185533065022e-01,9.264086552642e-01,9.205643544694e-01,1.393743306149e+00,6.943177343564e-01,1.265016526018e+00,7.168138629372e-01,6.918622031791e-01,9.225463329134e-01,1.347196688597e+00,1.144870863525e+00,1.738654642599e+00,7.427971301762e-01,1.406907814505e+00,1.736560691561e+00,7.879843176510e-01,8.414530662838e-01,1.279990938171e+00,8.868979769906e-01,1.657105579911e+00,1.190002551995e+00,9.504633899903e-01,1.467061371060e+00,9.936216406709e-01,9.992185722143e-01,1.206655925990e+00,1.123158940064e+00,1.319184778442e+00,1.189781710104e+00,1.002681554250e+00,9.878971844002e-01,8.691454471721e-01,9.230264838062e-01,9.510149035076e-01,1.268729508667e+00,3.777488175468e-01,8.719539933899e-01,1.148512427842e+00,8.329252790770e-01,9.423202648063e-01,6.847832409856e-01,8.313066272919e-01,7.431839585521e-01,8.647801323482e-01,7.172674892606e-01,9.685140388776e-01,1.188497156577e+00,1.375070160270e+00,1.209983657801e+00,1.043483085759e+00,6.271779046018e-01,1.234291918975e+00,5.620045966438e-01,1.279224309651e+00,7.682407190650e-01,6.793354089718e-01,8.531231601920e-01,8.902175706123e-01,1.075926110253e+00,9.618952311740e-01,9.086045341694e-01,8.706030324959e-01,1.037254845615e+00,9.594300409523e-01,8.014821121359e-01
1.000000000000e+00,1.084709683596e+00,5.812296351276e-01,9.408803825017e-01,1.058744769453e+00,8.518467233428e-01,1.163253222712e+00,1.000364641143e+00,9.832864025882e-01,1.429934417940e+00,4.289061622233e-01,5.821674339078e-01,1.014001474379e+00,7.697433237149e-01,1.234696723401e+00,1.334658207378e+00,8.794333753832e-01,7.586655885081e-01,7.863084545283e-01,1.132130466077e+00,7.673539352861e-01,1.219981416526e+00,6.621780253786e-01,7.666278016880e-01,6.184811762595e-01,1.426928221746e+00,2.117581817434e+00,1.115099638918e+00,8.639853347254e-01,9.124308978890e-01,5.700909755856e-01,7.307966845288e-01,1.008425996561e+00,6.956449505097e-01,7.456681830410e-01,6.763361858469e-01,1.031135419842e+00,8.190884728466e-01,1.609900985315e+00,1.051781068511e+00,4.664699850527e-01,1.306431808150e+00,9.661542024810e-01,1.403357928256e+00,1.593743093873e+00,9.920409527941e-01,7.211728730723e-01,8.056976447111e-01,1.661803525367e+00,1.475932746595e+00,9.278448087456e-01,4.728780144107e-01,7.554790627315e-01,1.511548150488e+00,5.545740183149e-01,9.182165069675e-01,1.841611781933e+00,1.134779681577e+00,1.082205563907e+00,1.072786962469e+00,8.263383423862e-01,7.598165755275e-01,8.399699078818e-01,6.117271546439e-01,1.590347706981e+00,5.145411922896e-01,9.949717797245e-01,1.044113601275e+00,1.268859129359e+00,1.154389567628e+00,9.615467282382e-01,1.718759062566e+00,1.308144510708e+00,1.001150969160e+00,5.919562256816e-01,1.099240011679e+00,1.242371525799e+00,8.940825791973e-01,8.669094699531e-01,8.037208170928e-01,1.065981769828e+00,1.103874803069e+00,4.213612544845e-01,1.235828801035e+00,6.755673552952e-01,1.330229038733e+00,8.382161646153e-01,1.153632068185e+00,1.066347021365e+00,1.279060216722e+00,3.847985540004e-01,8.678978796816e-01,6.215204958536e-01,9.857436718802e-01,8.365841306925e-01,1.030477799722e+00,9.810259840575e-01,9.133773412167e-01,7.124130203787e-01,1.189688856121e+00
1.000000000000e+00,1.202482329819e+00,2.017848893936e+00,8.652366117977e-01,7.336441067208e-01,1.233217903102e+00,9.609468408710e-01,1.031397835023e+00,1.715873255672e+00,1.235620335503e+00,1.199596553356e+00,9.422884183681e-01,1.211234065690e+00,6.551682239775e-01,7.561940117395e-01,9.488620150208e-01,9.156547997456e-01,9.207475961060e-01,9.009865659305e-01,7.229096483283e-01,7.814274388932e-01,1.222945164930e+00,6.604192010204e-01,1.279372443630e+00,1.677894955724e+00,8.180002827852e-01,1.735428888149e+00,9.490858940338e-01,8.146107204502e-01,8.250714779263e-01,8.203201119168e-01,9.814699160869e-01,1.182776754343e+00,8.670655019114e-01,7.958608820751e-01,9.651899978726e-01,9.813982922545e-01,7.766444049815e-01,7.734932795659e-01,1.119155087977e+00,9.095577466403e-01,8.874349267743e-01,1.216396027454e+00,1.275856696387e+00,9.080980189013e-01,1.122618086797e+00,7.754307958951e-01,8.680410122078e-01,1.121941616024e+00,8.399769817310e-01,1.317880987789e+00,1.652985806633e+00,1.765145996236e+00,1.222358122451e+00,8.626248875693e-01,1.139892358027e+00,1.394772200827e+00,1.190702628326e+00,1.453893511139e+00,9.250942734495e-01,1.544926242757e+00,6.665068740458e-01,1.232265074282e+00,1.216224290229e+00,5.922956387913e-01,1.203151964499e+00,1.645525765039e+00,1.896062600023e+00,1.010890384934e+00,1.224874638926e+00,8.316554046382e-01,9.058828495111e-01,1.603374249091e+00,1.071390293007e+00,1.085274689148e+00,1.286160250131e+00,1.129448163244e+00,8.549409410751e-01,8.684976559214e-01,1.569315925618e+00,8.974934380657e-01,1.106089230385e+00,9.967948431549e-01,1.285998567734e+00,1.004201309216e+00,6.915436631619e-01,1.966832757252e+00,9.343452780464e-01,8.161873646373e-01,1.357106194730e+00,6.673780964182e-01,8.448660471681e-01,1.456939881349e+00,1.100500656967e+00,1.204334556379e+00,8.474560054340e-01,1.333148116948e+00,1.272209707293e+00,9.538707560093e-01,6.801590994083e-01
1.000000000000e+00,7.325470024903e-01,1.245327981871e+00,1.397217963556e+00,1.085077875779e+00,1.145944174996e+00,1.099979473084e+00,1.268255137811e+00,1.462276496475e+00,6.835059731699e-01,1.060188773287e+00,7.853227281656e-01,1.223576412650e+00,9.326140181717e-01,7.200838473605e-01,5.073947325058e-01,1.637969541882e+00,1.097031662684e+00,8.525946747591e-01,7.612742980932e-01,1.627937125310e+00,7.305639695609e-01,7.107883997602e-01,1.165907741822e+00,9.816537841430e-01,6.476114239668e-01,9.934473182205e-01,1.219038977364e+00,6.559290425342e-01,5.118059276605e-01,6.041035236532e-01,1.164833727641e+00,1.261603423620e+00,8.363561038100e-01,9.181332704059e-01,8.611950583897e-01,1.060803154710e+00,1.632541170244e+00,1.008309687792e+00,8.721157283789e-01,1.465185860043e+00,1.482029432513e+00,1.058254613444e+00,1.266493577823e+00,1.167738054033e+00,1.211212181839e+00,1.322850894671e+00,1.258766572821e+00,1.247907157775e+00,1.078516586826e+00,8.137028641474e-01,6.467859768739e-01,8.567838726271e-01,1.289121187269e+00,4.575916528792e-01,8.006573804688e-01,1.415443980605e+00,8.254138646322e-01,1.455193320910e+00,8.981618783017e-01,1.063128624635e+00,7.554783939969e-01,6.613280439576e-01,7.029356678677e-01,7.985352965215e-01,9.538730770698e-01,9.457635273947e-01,1.502299069846e+00,6.912802766627e-01,1.035461622148e+00,4.259061053906e-01,8.098302343059e-01,8.427480446872e-01,1.691383737899e+00,1.307453459300e+00,8.987150761582e-01,9.413171917629e-01,1.341587877630e+00,1.581243846737e+00,1.424333894644e+00,1.195050755693e+00,1.552165420938e+00,8.887535522230e-01,7.885936637428e-01,8.928450181091e-01,9.447992786140e-01,9.050015016289e-01,1.471580399420e+00,8.646201910626e-01,7.703983859403e-01,4.122022422847e-01,8.089491649211e-01,9.396801695854e-01,1.718829348578e+00,9.547025491020e-01,7.935246442169e-01,8.057004302645e-01,9.078051309092e-01,1.151683832499e+00,1.178293570254e+00
1.000000000000e+00,8.618650481416e-01,5.599422109409e-01,6.868803544444e-01,5.056105151998e-01,7.874387048529e-01,1.441576916071e+00,7.832745232736e-01,9.748601191944e-01,1.387213650589e+00,1.337818847036e+00,1.220703977008e+00,7.043923176578e-01,1.011426490479e+00,1.380493254843e+00,5.118985548433e-01,9.400599747174e-01,7.407845890541e-01,1.104894387345e+00,5.108763836383e-01,1.125849447021e+00,9.441673822149e-01,1.043888123585e+00,9.503447699589e-01,1.074527300834e+00,1.333058365568e+00,9.423557832235e-01,9.041573012035e-01,8.635819153166e-01,8.969685949746e-01,1.233631101737e+00,9.709515369618e-01,1.078307841469e+00,7.388814032845e-01,9.541848720620e-01,9.288670824611e-01,1.160533356470e+00,8.504115677753e-01,9.239716621877e-01,1.021712038008e+00,7.366278566286e-01,1.206213537732e+00,7.968904546606e-01,9.950145713098e-01,1.100522250710e+00,8.871199016913e-01,8.142670710450e-01,1.045711396234e+00,1.254841311406e+00,6.086871791704e-01,5.879908910896e-01,1.668712363210e+00,9.049851137511e-01,7.000364321145e-01,1.067709839975e+00,1.502560908905e+00,7.159702817120e-01,6.626303507207e-01,1.197520164383e+00,8.841292193469e-01,7.668091570364e-01,1.233836936362e+00,7.381586393232e-01,5.559620081036e-01,7.251346662409e-01,1.659713054234e+00,4.227963739609e-01,8.973304891746e-01,8.036517134494e-01,1.016950669229e+00,1.080274383261e+00,8.939015776291e-01,3.872333935875e-01,1.049182771592e+00,9.022592475023e-01,4.931683419830e-01,6.900548401253e-01,1.079991355081e+00,8.383396268426e-01,1.003659438461e+00,7.152416634351e-01,9.274272142100e-01,1.530446467502e+00,1.398396685361e+00,1.032831920942e+00,1.207324044867e+00,5.415227158349e-01,1.333968893134e+00,9.359038153349e-01,7.201692248970e-01,1.109179343301e+00,1.418398164298e+00,7.551767196027e-01,1.354695550990e+00,1.179490303091e+00,7.346434177066e-01,1.821738533185e+00,1.325809196361e+00,1.191883884119e+00,9.697115343309e-01
1.000000000000e+00,1.438537402517e+00,9.481490523832e-01,8.542498342627e-01,1.177935879417e+00,8.950797004388e-01,7.101201553618e-01,1.379315183646e+00,1.469124506906e+00,1.626690918777e+00,5.709925512797e-01,8.739725423919e-01,6.249933957411e-01,6.409430449487e-01,9.878319991624e-01,5.267181034734e-01,6.341197272191e-01,7.802922228718e-01,1.409640846847e+00,8.754878446367e-01,1.390045452377e+00,1.086967727332e+00,7.971950512456e-01,1.274141611449e+00,8.712672500094e-01,6.056377028192e-01,8.428284083940e-01,9.726480787509e-01,3.874535568994e-01,1.334013252384e+00,9.843865764090e-01,4.691031190775e-01,6.527467216293e-01,1.518568242325e+00,7.902650599906e-01,1.558401153768e+00,8.699571583856e-01,8.169227952969e-01,7.198253425313e-01,9.430528690826e-01,9.464088436039e-01,7.293611054907e-01,6.441207578645e-01,7.727752097259e-01,1.825330731906e+00,1.036511892599e+00,1.607221490925e+00,6.097419231092e-01,1.283075960878e+00,6.216554446820e-01,1.132918807927e+00,1.071383260930e+00,5.519906960354e-01,9.414923322379e-01,7.053047397957e-01,8.269382988668e-01,7.161098066311e-01,7.664237545200e-01,7.465413554396e-01,1.185432805318e+00,1.062916153159e+00,1.493935660959e+00,8.051515635087e-01,7.351220601828e-01,1.127254910999e+00,6.499324368897e-01,5.276917128401e-01,6.218728845057e-01,1.600389070892e+00,7.550143997449e-01,9.188570714886e-01,9.259954310312e-01,8.586294824469e-01,9.390778274850e-01,1.007377654159e+00,9.471550540347e-01,1.141592156036e+00,9.979194190633e-01,8.559247383533e-01,7.313936243871e-01,9.488623919043e-01,8.695651203414e-01,1.044801459696e+00,5.556545235504e-01,9.638018822269e-01,1.147475022394e+00,1.219051086193e+00,1.318742179662e+00,1.108761221461e+00,1.024565454198e+00,9.405717021139e-01,7.637526968067e-01,6.488867468665e-01,6.558708532856e-01,7.098988516565e-01,7.961551665593e-01,1.300452309915e+00,1.284968614940e+00,6.350664533922e-01,5.283928088920e-01
1.000000000000e+00,8.864030764705e-01,1.536257498001e+00,8.643619135870e-01,7.787105533949e-01,1.142252034266e+00,1.588923311721e+00,1.079672441384e+00,1.473304364279e+00,7.881929390768e-01,9.616129791837e-01,6.893314406228e-01,6.192718442911e-01,7.838531201769e-01,1.549236280860e+00,4.700708894865e-01,1.178674885973e+00,1.130225783737e+00,9.668400898985e-01,1.190436928542e+00,9.048034416644e-01,8.102528955601e-01,1.064188897168e+00,7.797215601719e-01,6.433789171775e-01,9.613475598300e-01,1.052504731892e+00,1.722896307954e+00,7.171375507395e-01,6.400809786110e-01,6.189094206131e-01,1.721968752319e+00,1.129589593771e+00,8.063119746296e-01,9.224379210089e-01,1.137273060131e+00,8.928345186308e-01,1.272611249947e+00,6.743244794485e-01,9.381018907807e-01,6.227627512177e-01,1.820884967873e+00,6.804751142855e-01,3.894595306235e-01,7.946528599374e-01,1.079300052905e+00,4.268243188008e-01,1.246279457791e+00,1.041187107666e+00,1.234988319753e+00,1.235978439238e+00,5.387268628593e-01,1.305319919950e+00,1.097702521162e+00,1.169014445428e+00,1.271311240997e+00,1.195069955402e+00,9.730118245777e-01,1.598023869912e+00,1.216547090770e+00,1.178421193263e+00,1.080190045256e+00,7.893188203341e-01,7.022545336564e-01,8.121974048981e-01,1.006116637675e+00,8.287015272350e-01,3.101021183770e-01,8.440510692317e-01,1.162973322665e+00,1.493133125976e+00,7.623529719471e-01,1.230252128966e+00,1.659625222387e+00,5.947482193849e-01,1.127674949371e+00,1.142408770469e+00,4.818842287593e-01,1.360068261727e+00,1.764353036689e+00,1.141532759256e+00,1.324041192304e+00,7.721455594360e-01,6.725499555762e-01,1.119535859078e+00,5.926027360864e-01,8.034381418143e-01,1.218199567792e+00,1.275498410186e+00,9.849215750585e-01,7.860151783459e-01,7.433575667536e-01,6.383482880244e-01,7.067560649826e-01,6.787058852629e-01,8.596489841766e-01,9.637675671261e-01,1.226910937376e+00,1.158456167392e+00,7.588168176956e-01
1.000000000000e+00,8.850931244911e-01,6.887510575433e-01,1.631259884454e+00,6.090953863905e-01,9.978710106166e-01,6.574860213493e-01,8.161523593261e-01,1.230035133951e+00,8.631791571651e-01,1.238305228540e+00,6.757232361922e-01,9.906171745715e-01,8.213010004102e-01,1.611991691838e+00,9.097623962869e-01,8.558643952303e-01,7.421155953858e-01,9.048603102676e-01,6.248361152859e-01,1.105654039054e+00,7.904318377211e-01,6.965237045274e-01,5.848087114037e-01,9.420859895822e-01,1.101078881252e+00,7.049199972621e-01,8.718712500514e-01,1.105640359696e+00,1.078819117325e+00,8.081885284380e-01,1.401000951918e+00,7.989353596798e-01,1.500360609263e+00,8.630598013248e-01,7.116652550194e-01,1.031606081799e+00,1.159639111248e+00,1.765497650469e+00,6.581800910760e-01,8.830891093644e-01,5.797004693982e-01,9.704571773244e-01,8.882758614182e-01,8.371059848315e-01,1.572687667202e+00,6.708315823824e-01,7.514812604175e-01,6.716381932365e-01,7.753081331305e-01,1.206871385239e+00,8.594111734573e-01,8.716851773068e-01,1.283541239559e+00,5.961609381667e-01,7.482771851484e-01,7.044569893316e-01,1.506740097972e+00,1.337215736529e+00,6.491430895424e-01,5.546017839090e-01,7.670911936734e-01,1.170010305698e+00,1.309735117406e+00,6.010697004388e-01,7.053489219468e-01,7.359783572598e-01,8.686144131023e-01,5.493774068452e-01,1.540495741530e+00,1.175203689828e+00,1.096009730021e+00,1.124583321907e+00,1.365538801660e+00,1.007169909928e+00,1.066568843175e+00,6.706535250000e-01,8.151738748222e-01,1.140375238102e+00,1.110429444113e+00,6.080295933442e-01,1.111717581454e+00,9.132263929018e-01,5.507317820119e-01,1.265924854544e+00,8.151117123601e-01,9.986626710834e-01,9.483357880044e-01,1.118106979936e+00,7.259149890004e-01,1.046787964874e+00,1.070582789547e+00,9.232436523108e-01,9.719808893392e-01,1.350161373224e+00,6.051847065554e-01,1.097756221875e+00,1.119205105197e+00,7.958543125637e-01,1.095099968203e+00
